T02J,"I kept trying to randomly look at, oh, that's a really cool furniture type of thing, because it's I think this is only my third experience ever doing VR. So it was very like novel.",Theme 5: Describing the Aesthetics of the Scene
,,
N03J,── Participant N03J ──,
N03J,Immediately you see this character and they just look like kind of distraught. Like the way they're walking. It's like very slow. Kind of like looking down.,Theme 4: Describing the Way the Character Feels
N03J,"They're just like, packing up their stuff and it's like, dang, like something's going on. It's either like they're moving out or like they're going through something.",Theme 6: Building the Backstory
N03J,"There was the picture and I was like, oh, is that like his mom? Or like, is that like his girlfriend or something? Like, I was a little confused, to be honest. Like I wasn't sure like, what is the full story here?",Theme 6: Building the Backstory
N03J,"When the picture blew away, like, that was so tragic, like, you can tell there's, like, the emotional attachment that he has, to this other character that's like, not on screen, but like, still, you definitely feel for them.",Theme 4: Describing the Way the Character Feels
N03J,"I think the aesthetics are, like, really nice. Like, the room is. It's like a nice place to be in, in some sense. And like, the looking outside and seeing, like, the city and stuff is pretty cool.",Theme 5: Describing the Aesthetics of the Scene
N03J,"Just like that moment of like, oh, it flew away — like a shock in a sense, but also like concern and worry for, like the guy. Like, you can just tell that guy's already hurting and he's being, like, kicked while he's down.",Theme 4: Describing the Way the Character Feels
N03J,"When he, like, picks up the necklace or whatever, and then he like, looks up at like the picture, it's like, damn, what once was, you know.",Theme 3: Specificity in the Main Items of the Story
,,
T04J,── Participant T04J ──,
T04J,"I was seeing these like tangible objects and I felt like, okay, I could feel what this guy was feeling. But then I was also existing in this third person. So it was kind of wonky.",Theme 1: Negotiating Connection With the Character
T04J,"As I got more and more into it, I started empathizing with him a lot and I'm like, oh, well, these are all these objects that he had from... Maybe he had some like friend or lover in the past who he either really misses or maybe he's about to see.",Theme 6: Building the Backstory
T04J,"I didn't think about the environment as much, but the environment is very pleasant to look at. I liked it.",Theme 5: Describing the Aesthetics of the Scene
T04J,"I felt, like, a teddy bear. First the ball in my hands, and then the teddy bear, and then the paper, and then the paper getting ripped out of my hands, which was a complete big shock to me.",Theme 3: Specificity in the Main Items of the Story
T04J,I felt a lot of empathy for him. He seemed like he had something going on. He was kind of sad because he was missing someone.,Theme 4: Describing the Way the Character Feels
T04J,"When he got angry and I had the photo, I was like, oh, I wish I could do something about it. And then I tried grabbing the photo and eventually I did grab the photo, but then he walked away. And it's just so sad.",Theme 2: Frustration at Being Unable to Interact
T04J,"It was almost this, like, weird, passive observer. A Christmas-Carol-esque character who just witnessed what was going on.",Theme 1: Negotiating Connection With the Character
T04J,"I think if I could have interacted with him in some way, like if I had the photo and I gave him the photo and he's like, oh, thank you.",Theme 2: Frustration at Being Unable to Interact
,,
T05J,── Participant T05J ──,
T05J,"I saw this, like, little guy, big head character cleaning out his place, feeling kind of sad, pondering, like putting things in the box.",Theme 4: Describing the Way the Character Feels
T05J,"I think I was interpreting him tidying up things in a sad connotation. So like in a nostalgic, longing kind of feeling.",Theme 4: Describing the Way the Character Feels
T05J,"I feel like it put me in the same position as the character, which I think is different than most other experiences that I know.",Theme 1: Negotiating Connection With the Character
T05J,"I felt like a soccer ball, kind of like that material that's more like plasticky and rubbery. And then I felt like a teddy bear, so like fluffy. And then I felt like a Polaroid.",Theme 3: Specificity in the Main Items of the Story
T05J,"The holding and releasing the objects when the character was holding and releasing made me feel like I was, although observing him in a different POV, I was like more in tune with what he was feeling in terms of emotions, but also sensations.",Theme 1: Negotiating Connection With the Character
T05J,"Being in that environment where I can look around and I think understand the space that felt complete and have the sound of fan going left and right and like identifying that I'm like in an apartment in the city and has like car sounds going past. I think that was it made me think, feel like I was in the same room as the character.",Theme 5: Describing the Aesthetics of the Scene
T05J,"I think I fell like longing for this person. Kind of like sadness, but like, also like content that just got to do what you got to do and got to, like, clean up and move on with your life. It felt like a very acceptance kind of feeling in the end, but with the sad connotation.",Theme 4: Describing the Way the Character Feels
T05J,"Not being able to like give it back or not being able to like ponder his relationship or his reaction to having lost the picture, even though now I have it, broke me out of the experience a little bit because it showed me a little bit of the limitations of interactions between me and this character.",Theme 2: Frustration at Being Unable to Interact
T05J,"Before I picked up the photo, I was thinking of myself as the character a little more because I was holding the things that he was holding, and I didn't have the photo. But then we kind of like split in that plane because I can see the photo came back, but he can't.",Theme 1: Negotiating Connection With the Character
T05J,I see myself as an outsider or like a viewer that can potentially help him. And then in trying to do that and not being able to. So I think it splits a little bit more in terms of like whose POV I'm watching.,Theme 1: Negotiating Connection With the Character
T05J,I don't think I became less immersed in the experience at that point. I think it was when I couldn't give the photo back that I became a little less immersed.,Theme 2: Frustration at Being Unable to Interact
,,
T06J,── Participant T06J ──,
T06J,"It felt quite realistic, like I was in a cartoon world. I liked the realistic, like, window outside, so I felt like I was in a friend's apartment, almost.",Theme 5: Describing the Aesthetics of the Scene
T06J,"The lighting was super warm. It felt like it was like golden hour on, like a really nice Sunday where I didn't have, like, worries.",Theme 5: Describing the Aesthetics of the Scene
T06J,"I was like, oh, I'm just watching a old friend unpack, but he's in a cartoon. But you know, who knows? I don't know what I look like, so I could be a cartoon too.",Theme 1: Negotiating Connection With the Character
T06J,"It felt like we were on some, like, high up apartment building, and I liked the light.",Theme 5: Describing the Aesthetics of the Scene
T06J,"It makes you feel like you could be there, but you can't because you can't move anything or touch anything or affect anything.",Theme 2: Frustration at Being Unable to Interact
T06J,"I guess I didn't have that much connection with most of the objects, but I felt connection with the teddy bear because I really like fuzzy sensations.",Theme 3: Specificity in the Main Items of the Story
T06J,"I was like, just like, oh, it's pretty. I was like, oh, I like the lighting design a lot. It's like warm and fuzzy inside because it's like such nice lighting and you feel like you're in a calm space.",Theme 5: Describing the Aesthetics of the Scene
T06J,"I think probably that moment when he was, like, going through something with the Polaroid missing, because before that I was like, is he unpacking? Like, what's he doing?",Theme 6: Building the Backstory
,,
N07J,── Participant N07J ──,
N07J,"I saw, like, what looked like, uh, like a kid slash adult, packing, like packing their things away and going through some, like, important memorabilia, like things that were important to them and, were emotionally kind of tied to them.",Theme 4: Describing the Way the Character Feels
N07J,"He, like, pulled out this photo, which he seemed kind of sad about. And it was like reflecting on it kind of.",Theme 4: Describing the Way the Character Feels
N07J,"The fan that was going on kind of like blew it away, and he was like, running around trying to look for it and like it, like flew out somewhere.",Theme 3: Specificity in the Main Items of the Story
N07J,"It, like, landed right next to me. But he, like, was still looking for it and, like, couldn't find it. And I was like, I just want to, like, pick it up and, like, it's right over here.",Theme 2: Frustration at Being Unable to Interact
N07J,"I felt like I was like, looking into this, like, intimate, private scene, but couldn't really, like, interact with him. I kind of wanted to just, like, be like, point it, point it.",Theme 2: Frustration at Being Unable to Interact
N07J,"The other than, like, seeing kind of, like, objects go through each other, which wasn't, like, as realistic. I noticed that the the guy didn't have a mouth. And, like, even though his eyes were just like, black ovals, I could kind of tell, like some of what he's feeling about his body language.",Theme 5: Describing the Aesthetics of the Scene
N07J,"The body shape was very cartoonish, which I thought was kind of funny looking, but the rest of the room looked very realistic, like in the background behind the windows and all the boxes and packing up.",Theme 5: Describing the Aesthetics of the Scene
N07J,"I think it would have been sadder if, like, I hadn't known that he was able to recover the photo. He seemed pretty upset by it, and it seemed like important to him.",Theme 4: Describing the Way the Character Feels
,,
T08J,── Participant T08J ──,
T08J,I did notice myself almost as the character was reaching for things like anticipating a little bit what it would feel like.,Theme 1: Negotiating Connection With the Character
T08J,"I did keep looking at kind of the character's fingers were a little silly, but otherwise it was pretty immersive.",Theme 5: Describing the Aesthetics of the Scene
T08J,"I started catching myself towards the end, looking a little bit out of the window. I was noticing that a lot after like once everything kind of settled down.",Theme 5: Describing the Aesthetics of the Scene
T08J,I think that was the biggest thing. So anticipating a lot of what things would feel like and then sort of looking out and exploring the environment otherwise.,Theme 5: Describing the Aesthetics of the Scene
T08J,"I felt, you know, something round and kind of hard, similar to a ball, like a soccer ball, but sort of smaller. Definitely felt something very fuzzy, like a stuffed animal. Felt something small and flat and a little hard. Kind of like an index card or a Polaroid or something similar to that. And then I felt wind over my hands.",Theme 3: Specificity in the Main Items of the Story
T08J,"I felt like towards the end. Like when the character was a little bit sad, and then they sort of looked up at one point, like, I think it felt like the character was looking at me. And so that, I think, made me feel like, emotionally connected. The eye contact.",Theme 4: Describing the Way the Character Feels
T08J,"If I were almost treated as if I were there by the character. So some way of like if the character handed me the ball, for example, I think that would — or like looked at me, you know, before doing some things, I probably would have felt more connected to the character.",Theme 2: Frustration at Being Unable to Interact
,,
T09J,── Participant T09J ──,
T09J,"The environment was like, I'm assuming, like the boy's moving out of an apartment or something like that. And so it's like kind of empty.",Theme 6: Building the Backstory
T09J,"I haven't really done like, a VR thing, so I thought it was really cool how like 360 it was. So I did feel like it was like very immersive. And I was kind of like a fly on the wall.",Theme 1: Negotiating Connection With the Character
T09J,"When, like, the boy was like picking up, like the items in the box, so like the soccer ball and like the necklace and then the picture — those are, like, the physical sensations of it. And then also I think like the one like the picture out, like feeling that I wasn't really expecting and then like the photo, I guess taking that as well.",Theme 3: Specificity in the Main Items of the Story
T09J,"I guess it was like, kind of sad because it was like looking at a photo of, like, him and maybe, like, I don't know, in my head I was like, maybe it's an ex-girlfriend. And then he was sad that the photo went away. But that was just kind of like my interpretation.",Theme 6: Building the Backstory
,,
N10J,── Participant N10J ──,
N10J,"Then he found a picture of himself with, I think, his girlfriend. And he was quite sad about it. I think he was probably sad about leaving that town, because then he's going to leave his girlfriend or his love behind.",Theme 6: Building the Backstory
N10J,"Something even worse might could have happened, I don't know, in the background.",Theme 6: Building the Backstory
N10J,"The environment was really nice. The windows were quite large. It was realistic in the sense that, like, it was immersive. Everything was coherent — like one book didn't really look insanely realistic, while another book looked more like illustrated. So everything kind of were cohesive in a sense.",Theme 5: Describing the Aesthetics of the Scene
N10J,"The only thing I would say is that the character's head was like, too big, but I think that was something normal, I guess, because also, again, coherent with the rest of it.",Theme 5: Describing the Aesthetics of the Scene
N10J,"The only thing is I wish was just being able to interact with more stuff or being able to like, give the image back to him because he was crying that he lost it. Like imagine putting yourself into his place, like that's the last thing you have from her and it's gone out of the window.",Theme 2: Frustration at Being Unable to Interact
N10J,"The necklace was underneath the teddy bear. And the necklace was also neon white. So when the teddy bear — he took the teddy bear, it looked like I was not able to see, like, the beat of the thing because it was, like, far. The resolution was low, so it just looked like a neon circle. I was like, oh, that's interesting. But then after he took it, I'm like, oh, that's a necklace.",Theme 3: Specificity in the Main Items of the Story
N10J,"Another weird thing is that why does he have a necklace? Maybe it's from the girlfriend. Maybe something even worse happened. As I said, when the girlfriend died. And then now they have to move. Damn, that's kind of sad.",Theme 6: Building the Backstory
N10J,"It was so immersive that it kind of felt like the character could interact with me, but he didn't, and I was not able to interact with him. So it kind of put this barrier in front of me, like I'm just the audience to his experience, and I wish I was kind of like a friend to him that I could actually, like, console him and help him out.",Theme 2: Frustration at Being Unable to Interact
N10J,"I felt sad, I felt like a little out of place because, like, I don't know him. I got teleported into the sad situation. I kind of wanted to get out of it at first, but then I felt really bad for him. I wanted to help him make him happier. Overall, I felt sadness and worry for him.",Theme 4: Describing the Way the Character Feels
N10J,More Interactiveness. I want to be able to help him. It's sad that I just have to sit there and watch.,Theme 2: Frustration at Being Unable to Interact
,,
N11J,── Participant N11J ──,
N11J,I see a boy just he's very sad. I think so I can feel his emotion.,Theme 4: Describing the Way the Character Feels
N11J,I remember most about the voice of the ring [doorbell].,Theme 5: Describing the Aesthetics of the Scene
N11J,"At the beginning, I feel very calm. But when the picture was missing, I feel very sad. Just like the boy.",Theme 4: Describing the Way the Character Feels
N11J,I think his expression.,Theme 4: Describing the Way the Character Feels
,,
N12J,── Participant N12J ──,
N12J,"There's a boy or man. Maybe he is about to change his place. Or maybe he just broke up with her girlfriend, and he has to take those stuff. Maybe her girlfriend used to send to him.",Theme 6: Building the Backstory
N12J,"He picks up the picture and the fan blows it away, and the boys feel sad, upset.",Theme 4: Describing the Way the Character Feels
N12J,Maybe the picture.,Theme 3: Specificity in the Main Items of the Story
N12J,Sadness.,Theme 4: Describing the Way the Character Feels
N12J,"Those things, like the necklace. Because I believe the necklace is, maybe he has ex wife or girlfriend? Ex-Girlfriend. Yeah.",Theme 6: Building the Backstory
N12J,Maybe those things on the table. The picture necklace. Those things.,Theme 3: Specificity in the Main Items of the Story
,,
T13J,── Participant T13J ──,
T13J,"I feel like the situation was like a, like a moving out situation for the boy. And he kind of emotionally attached to some like belongings, like a football, like a soccer ball and also some of a necklace, if I remember. And a teddy bear.",Theme 6: Building the Backstory
T13J,"Probably the the fan, the wind, and all of these actual objects that we can, we can actually feel it.",Theme 3: Specificity in the Main Items of the Story
T13J,"I can sense that the boy was pretty sad because I can feel like he's kind of packing stuff. And then he's alone, which I don't know why, but at the end, there was someone ringing the doorbell. Hopefully his parents. But I can sense the sense of sadness in this situation.",Theme 4: Describing the Way the Character Feels
T13J,"The body language of the boy, he's like, put his head down and walking quite slowly. That can provide some hint of what he feels like.",Theme 4: Describing the Way the Character Feels
T13J,"Also the weather outside. I'm not sure if it was intended or not, but the weather seems cloudy and definitely not as sunny day outside. And also put some, like implications for this mood.",Theme 5: Describing the Aesthetics of the Scene
,,
N14J,── Participant N14J ──,
N14J,"I can see a boy. He entered the room and maybe he is wandering or heading for something. And he found that on the table there is a football and a toy bear. Maybe that is belong to him. And he packed those things into a package, a box.",Theme 3: Specificity in the Main Items of the Story
N14J,There is a necklace that must not belong to him. And there is a picture beside necklace. There was a lady on the picture. Maybe she is the boy's mother or someone really close to him.,Theme 6: Building the Backstory
N14J,"I can feel the boy felt sad while seeing that picture. And maybe it shows the story that the lady left him or passed away, something like that.",Theme 4: Describing the Way the Character Feels
N14J,There was a fan that blows the picture away outside the window. And the boy felt very worried. And he tries to find that picture.,Theme 3: Specificity in the Main Items of the Story
N14J,"The most thing I experienced is that to feel myself, to feel the boy's emotion. Maybe I can imagine what happened to him. And with the scene or the clue, the cues expressed by the video, I can imagine a story behind the video.",Theme 6: Building the Backstory
N14J,I feel a little bit emotional. And you can feel that the boy is very sad. So I might be impressed by him and feel the same way. Like him.,Theme 4: Describing the Way the Character Feels
,,
N15J,── Participant N15J ──,
N15J,"It was a good experience. I think it was very visually appealing. It wasn't too disorienting. Like, sometimes VR/AR can be.",Theme 5: Describing the Aesthetics of the Scene
N15J,"There was a boy who was reminiscing through his things. He found a photo that he had and then it blew out the window. Eventually came back into the room, but he felt very distraught and very lost without the photo.",Theme 4: Describing the Way the Character Feels
N15J,"I felt, nostalgia. I felt a lot of compassion and empathy for the main character. I felt sort of the same sadness that he may have been feeling, sort of like melancholy in terms of reminiscing on all of these past objects.",Theme 4: Describing the Way the Character Feels
N15J,"I felt like I could also, like, see where the panic was coming from. And like, I have also experienced that type of panic of losing something sentimental.",Theme 4: Describing the Way the Character Feels
N15J,"I think it was the small touches of, like picking up the teddy bear and like holding it close or, sort of how he would linger when he would put his items down. Having these very human flairs to the animation was really nice.",Theme 4: Describing the Way the Character Feels
N15J,"Had we seen sort of a flashback of the pre-existing relationship between the character and the person in the photo, I think that would have really solidified the emotions being felt.",Theme 6: Building the Backstory
N15J,"I can also see a world where I look at that and rather than it being a sentimental photo or something that we know is supposed to be more connected, it could have easily have just been a picture of some poster or some movie that didn't really matter.",Theme 3: Specificity in the Main Items of the Story
,,
T16J,── Participant T16J ──,
T16J,"I was in a room in the city in an apartment, and there was a character, and it looked like he was packing up the apartment. The character seemed very sad and they were very slowly putting the things in the boxes as if they didn't want to.",Theme 4: Describing the Way the Character Feels
T16J,"They're looking at the Polaroid, and then it flew away and they were really, really sad. And then on the Polaroid, it was like a picture of him and another person.",Theme 3: Specificity in the Main Items of the Story
T16J,"How the feelings lined up with what the character was doing as well. I was like, oh, am I supposed to feel like I'm the character right now? Or am I just, like, watching and like, feeling what they're feeling?",Theme 1: Negotiating Connection With the Character
T16J,"I felt the ball like it was kind of squishy and it felt like plasticky. And then the teddy bear, that one was very, like, striking because of how soft it was and like, the texture.",Theme 3: Specificity in the Main Items of the Story
T16J,I was so sad. It felt like really heartbreaking to me.,Theme 4: Describing the Way the Character Feels
T16J,"I feel like I was extrapolating a lot though. Like, I saw there was a bottle of wine or some alcohol maybe on the ledge. And I was like, he's an alcoholic now. Like, his girlfriend died and now he's an alcoholic and he's packing up her apartment.",Theme 6: Building the Backstory
T16J,"I felt like a lot of empathy or sympathy for the character. I don't know exactly what happened, but obviously he had a loss, and he was, like, moving on to a new chapter in their life.",Theme 4: Describing the Way the Character Feels
T16J,"I feel like just the scene itself, like it was very well done. The room was very realistic and also like the simplicity of it also helped me focus more on the character and their emotions.",Theme 5: Describing the Aesthetics of the Scene
T16J,"I feel like I would have loved to know more about, like, what actually happened, because that would help me understand more what they're going through.",Theme 6: Building the Backstory
T16J,"I understand the choice as well to, like, keep it more oblique and let the participant or let the viewer really think about it. But I would have loved to get more backstory. It feels like longer if there's like a flashback.",Theme 6: Building the Backstory
T16J,The physical sensations helped me feel more like I was actually there and I was experiencing what the character was experiencing.,Theme 1: Negotiating Connection With the Character
T16J,"At first I was more like, oh, I don't like wearing VR headsets. Like, they never feel like they're always pressing on my face, and I don't like that. But then when a ball was placed in my hand, I was like, whoa. And I stopped thinking about, like, the uncomfortability of the headset and more thinking about the experience.",Unknown Theme
,,
T17J,── Participant T17J ──,
T17J,"I was put into a room. There was a character that walked in and he was packing up his things to move elsewhere, I think.",Theme 6: Building the Backstory
T17J,"There was a lot of, like, sensorial — like virtually. I was seeing something and then in real life, like, I felt what I was seeing physically, like the teddy bear and the pearl necklace.",Theme 3: Specificity in the Main Items of the Story
T17J,"Each time, especially the photo when there was a photo that I was holding and it was taken away from him by the wind — when that happened, I was also very — I was like, oh. And I felt like it was happening to me.",Theme 1: Negotiating Connection With the Character
T17J,"I felt like a ball, like a soccer ball. And then I also felt like a soft teddy bear, and I felt a pearl necklace, and I felt a Polaroid in my hand as well as the fan. Like the air of the fan, like brushing my hand as it was taken by the fan's air.",Theme 3: Specificity in the Main Items of the Story
T17J,"All the textures felt right based on what I was seeing as well as like the timing of things and like the feeling of like a fan, everything made sense except for the way that they were, like, taken from me. The only difference was they were taken horizontally instead of from the ground.",Theme 3: Specificity in the Main Items of the Story
T17J,"I had feelings of, like, pleasantness and like happiness because I felt like the room was like very cute and like, well designed and it felt like real.",Theme 5: Describing the Aesthetics of the Scene
T17J,"I thought the character was cute. And then as I noticed that like, he was packing up his bags, I felt a bit of like, sadness.",Theme 4: Describing the Way the Character Feels
T17J,"When he lost the Polaroid, I was like, genuinely like my heart, like, clenched. And I genuinely felt like it was happening to me. Just like for that second only, I think everything else I felt like an onlooker. And then it was like the most melding that I felt like I was the character was when the Polaroid was taken from me.",Theme 1: Negotiating Connection With the Character
T17J,"I think like the most accurate timing of, like, the Polaroid and like the fan. I think that was like the most accurate from what I was seeing. And I think that was yeah.",Theme 3: Specificity in the Main Items of the Story
T17J,"I saw it was him and then another female. And then it was like signed someone's name, which I don't know, but it had a heart on it. So it added the additional thing of like, oh, I'm packing my life away. And I'm also like, maybe not seeing. Like I might say goodbye to some friend or something.",Theme 6: Building the Backstory
T17J,"I think it's because I felt so like in tune with the character and like his loss that I wanted to give it back to him. So I realized I could pick it up, so I thought I could give it to him. So I was like, trying to throw it to him.",Theme 2: Frustration at Being Unable to Interact
T17J,"Yeah, I felt sad and like trapped. I was like, oh, this is virtual. And like, I wasn't as — I'm not part of, like, this scene. I realized it gave me permission to, like, hold up the Polaroid, but it restrained me. I realized, like, that's all I could do. And I was like, oh, I can't interact with him. And it made me sad.",Theme 2: Frustration at Being Unable to Interact
,,
T18J,── Participant T18J ──,
T18J,My overall experience was that it was really cool to look at it.,Theme 5: Describing the Aesthetics of the Scene
T18J,"It was really clear what the character was feeling and like what was happening. Like it was clearly like the character was like packing up to leave and like saying goodbye to an old life, and then was really upset when that memento was lost. The picture.",Theme 4: Describing the Way the Character Feels
T18J,"The first one was the ball that the kid picked up — that was like round and a little soft, not very firm. And then the second one was the teddy bear, very like furry and soft. And then the third one was the beads, the necklace — that felt like a necklace. And then the last one was the picture. And so I could actually tell that it was a Polaroid based on the shape.",Theme 3: Specificity in the Main Items of the Story
T18J,"I figured out after the ball that it was going to be the four items. So it was easy to identify what I was holding, knowing that that's what it was going to be based on what was in the VR.",Theme 3: Specificity in the Main Items of the Story
T18J,"I felt bad. I felt a little helpless, especially at the end when I was like, I can pick it up, but I don't know if I can give it to him. It's an easy solution, but I don't know if I can actually solve it.",Theme 2: Frustration at Being Unable to Interact
T18J,"Even though the character didn't really show that many facial expressions, it was very obvious from like the body language and the context.",Theme 4: Describing the Way the Character Feels
T18J,"The time that the reactions took — it wasn't like an immediate reaction where like he was looking for a while and then he was like sad, like visibly sad with his shoulders slumped for like a while. So I feel like that really helped emphasize the feelings that he was feeling instead of them being like, quick where he just is sad very briefly and then moves on.",Theme 4: Describing the Way the Character Feels
T18J,"Sitting with the discomfort of not being able to give him the Polaroid that I'm holding. Yeah, definitely. That was it.",Theme 2: Frustration at Being Unable to Interact
T18J,"I think it was almost easier to empathize with something that showed very little emotion on its face. Just because, like, it didn't really take you out of the experience because it was very simplistic and you were able to kind of project your own feelings onto the character, I guess.",Theme 4: Describing the Way the Character Feels
T18J,"It seemed to be like him with a friend or maybe like a mom, especially considering that he was packing up, like childhood things and like, the pearls. I was like, maybe that was his mom. Maybe it was his sister, I don't know. But it was definitely like a personal memento item. Sentimental.",Theme 6: Building the Backstory
,,
N01E,── Participant N01E ──,
N01E,"The rendering style was a little, um, unrealistic. So it was a little hard to be immersed in the scene. I was a little mystified by, like, if the character was, like a grown man or like a little boy.",Theme 5: Describing the Aesthetics of the Scene
N01E,"And like, why he was dressed, like, in jorts and, like, mischief boots, like the blobby.",Theme 5: Describing the Aesthetics of the Scene
N01E,I think that was his girlfriend. Maybe. I think it was his girlfriend. So I assume that they broke up or that she died and he's moving out of the apartment because they broke up or something.,Theme 6: Building the Backstory
N01E,"The style was more like cartoon-like and not, like, supposed to be, um, like, photorealistic. So it was very like, um, definitely feels like more fictional. I was just, like, very confused about this guy, like, because his head is so big. I assumed it was a kid.",Theme 5: Describing the Aesthetics of the Scene
N01E,"I was a little confused. I feel like I was supposed to feel like, sympathetic, but I was kind of confused about what was going on. Just very confused.",Theme 4: Describing the Way the Character Feels
N01E,"The eyebrows, I guess. Like, I guess the eyebrows are supposed to show you, like, how he's feeling. Or like the teddy bear and the necklace. Oh. The photo. The photo is like, supposed to.",Theme 4: Describing the Way the Character Feels
N01E,"I think, like, if the style was, like, different. His face is really just like two black dots with like some eyebrow lines. Like, it's kind of hard to pick up on what he's feeling when he has, like, very limited facial features.",Theme 5: Describing the Aesthetics of the Scene
,,
N19J,── Participant N19J ──,
N19J,"First of all I feel the room is so real. The atmosphere of the environment is so immersive. Like the lights on the wall is kind of dim and yellow, and the scenery outside the window is like grey. Makes me feel not very happy.",Theme 5: Describing the Aesthetics of the Scene
N19J,"As the character, the man, the boy in the scene looks not happy, looks like he's moving out of the house, and he has some memories. He has a lover, but he cannot meet with the lover.",Theme 6: Building the Backstory
N19J,"I really tried to give the photo back to the little boy, but I see him looking for the photograph for a long time and wandering around seems lost and very sad. So I try to help him.",Theme 2: Frustration at Being Unable to Interact
N19J,"I feel sad, and I feel kind of lost. I feel like I'm a leaf, like, on the sky without no roots. I'm leaving the space. And I had the similar experience as the boy in the game, so I can feel him. What does he feel?",Theme 1: Negotiating Connection With the Character
N19J,Maybe some sound or some talk. Maybe I can help him in the scene — I can interact with the character. That will help me connect more.,Theme 2: Frustration at Being Unable to Interact
N19J,"The scene outside the window — I want to ask you, where is it? The city looks like a very old city. The whole color theme was cohesive and it's very realistic. That greatly improved the whole atmosphere and improved the emotion sensation.",Theme 5: Describing the Aesthetics of the Scene
N19J,There is also a picture on the wall. I remember it's a painting with a man with a hat. The color is also very dark and mostly brown and old.,Theme 5: Describing the Aesthetics of the Scene
N19J,The most important thing is the photo itself. You really tell the story that he may be away from his girlfriend. So it tells a lot of story by the photo.,Theme 3: Specificity in the Main Items of the Story
,,
T20J,── Participant T20J ──,
T20J,"I could definitely tell what the character was feeling, and I felt a little bad for them.",Theme 4: Describing the Way the Character Feels
T20J,"The only thing I think is I would feel a little more immersed if that was, like, first person, because then, like, if I could actually, like, with my hands touching something, I feel like it would be more of like, oh, I'm actually feeling this.",Theme 1: Negotiating Connection With the Character
T20J,"I felt like the fluffy bear. The necklace that he touched, the paper, the Polaroid, and the wind from the fan.",Theme 3: Specificity in the Main Items of the Story
